"weekday","time"
2,0.05
4,0
5,0.266666666666667
6,23.6833333333333
7,1.31666666666667
1,0.616666666666667
2,23.6666666666667
3,1.56666666666667
4,0.6
5,0.666666666666667
6,1.16666666666667
7,0.983333333333333
1,1.55
2,2.25
3,0.85
4,0.483333333333333
5,2.31666666666667
6,1.66666666666667
7,1.83333333333333
1,1.26666666666667
2,0.566666666666667
3,0.75
4,1.56666666666667
5,2.48333333333333
6,1.2
7,1.83333333333333
1,2.56666666666667
2,0.983333333333333
3,0.733333333333333
4,0.883333333333333
6,22.6166666666667
7,0.3
1,1.91666666666667
2,23.8333333333333
3,23.3
4,12.6
5,1.95
6,1.95
7,0.216666666666667
1,3.21666666666667
2,1.23333333333333
3,2.63333333333333
4,2.76666666666667
5,12.0666666666667
6,3.55
7,2.76666666666667
1,1.46666666666667
3,2.1
4,0.316666666666667
5,2.03333333333333
6,2.96666666666667
7,0.466666666666667
1,0.733333333333333
2,1.91666666666667
3,1.21666666666667
4,0.683333333333333
5,2.26666666666667
6,0.2
7,1.45
1,2.08333333333333
2,2.23333333333333
3,2.3
4,1.48333333333333
5,0.883333333333333
6,1.06666666666667
7,1.1
1,0.683333333333333
2,0.25
3,1.11666666666667
4,23.2666666666667
5,0.55
6,1.88333333333333
7,1.35
1,1.55
2,1.38333333333333
3,1.18333333333333
4,0.883333333333333
5,2.31666666666667
6,1.95
7,2.41666666666667
1,0.0166666666666667
3,1.33333333333333
4,0.616666666666667
5,7.73333333333333
6,0.916666666666667
7,2.76666666666667
1,1.81666666666667
2,3.05
3,0.533333333333333
4,1.43333333333333
5,0.1
6,1.1
7,0.95
1,21.3666666666667
2,2.78333333333333
3,23.9333333333333
5,23.8
1,1.53333333333333
2,2.33333333333333
3,1.83333333333333
4,2.6
5,2.55
6,1.73333333333333
7,1.8
1,0.733333333333333
2,1.71666666666667
3,1.76666666666667
4,0.05
5,0.216666666666667
6,0.383333333333333
7,1.3
1,1.3
2,0.3
3,1.3
4,0.916666666666667
5,1.41666666666667
6,1.4
7,0.166666666666667
1,0.266666666666667
2,0.916666666666667
3,1.21666666666667
4,0.116666666666667
5,0.9
6,1.16666666666667
7,1.1
1,0.266666666666667
2,1.45
3,0.166666666666667
4,22.5333333333333
5,22.2333333333333
7,4.06666666666667
1,2.13333333333333
2,23.1333333333333
3,23.7833333333333
4,23.6166666666667
